_id;Source_ID;Reference;BibTeX_reference;Title;Year;Type;Journal;Authors;DOI;Volume;Issue;Pages;Editors;Book_title;URL;Institution;Location;Thesis_type
1;DL1_2008__Aben;Aben et al. 2008;AbenEtAl2008;Human disturbance affects a deciduous forest bird community in the Andean foothills of central Bolivia;2008;Journal Article;Bird Conservation International;Aben, Job;;;;;;;;;;
2;MJ1_2013__Adum;Adum et al. 2013;AdumEtAl2013;Two-stage recovery of amphibian assemblages following selective logging of tropical forests;2013;Journal Article;Conservation Biology;Adum, G. B.;;;;;;;;;;
3;DL1_2009__Barquero;Aguilar-Barquero and JimÃ©nez-HernÃ¡ndez 2009;AguilarBarqueroAndJimenezHernandez2009;Diversidad y distribuciÃ³n de palmas (Arecaceae) en tres fragmentos de bosque muy hÃºmedo en Costa Rica;2009;Journal Article;Revista de BiologÃ­a Tropical;Aguilar-Barquero, Virginia;;;;;;;;;;
4;VK1_2013__ABMIboreal;Alberta Biodiversity Monitoring Institute (ABMI) 2013;AlbertaBiodiversityMonitoringInstituteAbmi2013;The raw soil arthropods dataset and the raw trees & snags dataset from Prototype Phase (2003-2006) and Rotation 1 (2007-2012);2013;Dataset;;Alberta Biodiversity Monitoring Institute (ABMI);;;;;;;http://www.abmi.ca;Alberta Biodiversity Monitoring Institute (ABMI);Alberta, Canada;
5;SH1_2010__Albertos;Albertos et al. 2005;AlbertosEtAl2005;A survey of the epiphytic bryophyte flora in the northwest of the Iberian Peninsula;2005;Journal Article;Cryptogamie;Albertos, B.;;;;;;;;;;
6;JD1_2004__Alcala;Alcala et al. 2004;AlcalaEtAl2004;Amphibians and reptiles in tropical rainforest fragments on Negros Island, the Philippines;2004;Journal Article;Environmental Conservation;Alcala, E. L.;;;;;;;;;;
7;DL1_2013__Alcayaga;Alcayaga et al. 2013;AlcayagaEtAl2013;Spiders (Arachnida, Araneae) associated to agroecosystems in the Elqui Valley (Coquimbo Region, Chile);2013;Journal Article;Revista Colombiana de EntomologÃ­a;Alcayaga, Oscar E.;;;;;;;;;;
8;KS1_2012__Alguacil;Alguacil et al. 2012;AlguacilEtAl2012;Changes in the diversity of soil arbuscular mycorrhizal fungi after cultivation for biofuel production in a Guantanamo (Cuba) tropical system;2012;Journal Article;PLOS ONE;Alguacil, Maria del Mar;;;;;;;;;;
9;SC1_2013__Alignier;Alignier and Deconchat 2013;AlignierAndDeconchat2013;Patterns of forest vegetation responses to edge effect as revealed by a continuous approach;2013;Journal Article;Annals of Forest Science;Alignier, Audrey;;;;;;;;;;
10;HP1_2004__Ancrenaz;Ancrenaz et al. 2004;AncrenazEtAl2004;Determination of ape distribution and population size using ground and aerial surveys: a case study with orang-utans in lower Kinabatangan, Sabah, Malaysia;2004;Journal Article;Animal Conservation;Ancrenaz, M.;;;;;;;;;;
11;GP1_2011__Andersen;Andersen and Hoffmann 2011;AndersenAndHoffmann2011;Conservation value of low fire frequency in tropical savannas: ants in monsoonal northern Australia;2011;Journal Article;Austral Ecology;Andersen, A. N.;;;;;;;;;;
12;FB1_2001__Andersen;Andersen et al. 2001;AndersenEtAl2001;Grasshopper biodiversity and bioindicators in Australian tropical savannas: responses to disturbance in Kakadu National Park;2001;Journal Article;Austral Ecology;Andersen, A. N.;;;;;;;;;;
13;SE1_2011__Arbelaez;ArbelÃ¡ez-CortÃ©s et al. 2011;ArbelaezCortesEtAl2011;Mixed bird flocks: patterns of activity and species composition in a region of the Central Andes of Colombia;2011;Journal Article;Revista Mexicana de Biodiversidad;ArbelÃ¡ez-CortÃ©s, Enrique;;;;;;;;;;
14;SE1_2006__Armbrecht;Armbrecht et al. 2006;ArmbrechtEtAl2006;Limitation of nesting resources for ants in Colombian forests and coffee plantations;2006;Journal Article;Ecological Entomology;Armbrecht, Inge;;;;;;;;;;
15;MG1_2005__Arroyo;Arroyo et al. 2005;ArroyoEtAl2005;Oribatid mite (Acari) community structure in steppic habitats of Burgos Province, central northern Spain;2005;Journal Article;Journal of Natural History;Arroyo, J.;;;;;;;;;;
16;HB1_2001__Aumann;Aumann 2001;Aumann2001;The structure of raptor assemblages in riparian environments in the south-west of the Northern Territory, Australia;2001;Journal Article;Emu;Aumann, T.;10.1071/mu00072;101;4;293-304;;;;;;
17;MJ1_2009__Axmacher;Axmacher et al. 2009;AxmacherEtAl2009;Determinants of diversity in afrotropical herbivorous insects (Lepidoptera: Geometridae): plant diversity, vegetation structure or abiotic factors?;2009;Journal Article;Journal of Biogeography;Axmacher, JC;;;;;;;;;;
18;DI1_2013__Azhar;Azhar et al. 2013;AzharEtAl2013;The influence of agricultural system, stand structural complexity and landscape context on foraging birds in oil palm landscapes;2013;Journal Article;Ibis;Azhar, B.;;;;;;;;;;
19;KS1_2011__Azman;Azman et al. 2011;AzmanEtAl2011;Avian diversity and feeding guilds in a secondary forest, an oil palm plantation and a paddy field in Riparian areas of the Kerian River Basin, Perak, Malaysia;2011;Journal Article;Tropical Life Sciences Research;Azman, Nur Munira;;;;;;;;;;
20;DL1_2009__Azpiroz;Azpiroz and Blake 2009;AzpirozAndBlake2009;Avian assemblages in altered and natural grasslands in the northern Campos of Uruguay;2009;Journal Article;Condor;Azpiroz, Adrian B.;;;;;;;;;;
24;HW1_2005__Baldi;BÃ¡ldi et al. 2005;BaldiEtAl2005;Effects of grazing intensity on bird assemblages and populations of Hungarian grasslands;2005;Journal Article;Agriculture Ecosystems & Environment;BÃ¡ldi, AndrÃ¡s;;;;;;;;;;
48;DL1_2010__Bocon;BÃ³Ã§on 2010;Bocon2010;Riqueza e abundÃ¢ncia de aves em trÃªs estÃ¡gios sucessionais da floresta ombrÃ³fila densa submontana, Antonina, ParanÃ¡;2010;Thesis;;BÃ³Ã§on, Roberto;;;;;;;;Universidade Federal do ParanÃ¡;Curitiba, Brazil;PhD
21;CM1_2010__Baeten;Baeten et al. 2010;BaetenEtAl2010;Early trajectories of spontaneous vegetation recovery after intensive agricultural land use;2010;Journal Article;Restoration Ecology;Baeten, L.;;;;;;;;;;
22;SC1_2010__Baeten;Baeten et al. 2010a;BaetenEtAl2010a;Unexpected understorey community development after 30 years in ancient and post-agricultural forests;2010;Journal Article;Journal of Ecology;Baeten, Lander;;;;;;;;;;
23;SC1_2011__Bakayoko;Bakayoko et al. 2011;BakayokoEtAl2011;Diversity, family dominance, life forms and ecological strategies of forest fragments compared to continuous forest in southwestern CÃ´te d'Ivoire;2011;Journal Article;Candollea;Bakayoko, A.;;;;;;;;;;
25;DI1_2007__Banks;Banks et al. 2007;BanksEtAl2007;Beetle (Coleoptera) and spider (Araneae) diversity in a mosaic of farmland, edge, and tropical forest habitats in western Costa Rica;2007;Journal Article;Pan-Pacific Entomologist;Banks, J. E.;;;;;;;;;;
26;SC1_2009__Baral;Baral and Katzensteiner 2009;BaralAndKatzensteiner2009;Diversity of vascular plant communities along a disturbance gradient in a central mid-hill community forest of Nepal;2009;Journal Article;Banko Janakari;Baral, S. K.;;;;;;;;;;
27;HP1_2007c_Barlow;Barlow et al. 2007;BarlowEtAl2007;Quantifying the biodiversity value of tropical primary, secondary, and plantation forests;2007;Journal Article;Proceedings of the National Academy of Sciences of the United States of America;Barlow, J.;;;;;"Parry, L.Peters, S. L.Ribeiro-Junior, M. A.da Silva, M. N. F.Motta, C. da SilvaPeres, C. A."",10.1073/pnas.0703333104,104,47,18555-18560,,,,,,";;;;;
28;FB1_2007a_Barlow;Barlow et al. 2007a;BarlowEtAl2007a;The value of primary, secondary and plantation forests for Amazonian birds;2007;Journal Article;Biological Conservation;Barlow, Jos;;;;;;;;;;
29;HP1_2007b_Barlow;Barlow et al. 2007b;BarlowEtAl2007b;The value of primary, secondary and plantation forests for fruit-feeding butterflies in the Brazilian Amazon;2007;Journal Article;Journal of Applied Ecology;Barlow, Jos;;;;;;;;;;
30;CC1_2005__Barratt;Barratt et al. 2005;BarrattEtAl2005;Biodiversity of indigenous tussock grassland sites in Otago, Canterbury and the central North Island of New Zealand I. The macro-invertebrate fauna;2005;Journal Article;Journal of the Royal Society of New Zealand;Barratt, B. I. P.;;;;;;;;;;
31;CC1_2012__Barratt;Barratt et al. 2012;BarrattEtAl2012;Biodiversity of indigenous tussock grassland sites in Otago, Canterbury and the central North Island of New Zealand VI. Coleoptera biodiversity, community structure, exotic species invasion, and the effect of disturbance by agricultural development;2012;Journal Article;Journal of the Royal Society of New Zealand;Barratt, B. I. P.;;;;;;;;;;
32;SC1_2012__Barrico;Barrico et al. 2012;BarricoEtAl2012;Biodiversity in urban ecosystems: plants and macromycetes as indicators for conservation planning in the city of Coimbra (Portugal);2012;Journal Article;Landscape and Urban Planning;Barrico, L.;;;;;;;;;;
33;DL1_2013__Bartolommei;Bartolommei et al. 2013;BartolommeiEtAl2013;Distribution of nocturnal birds (Strigiformes and Caprimulgidae) in relation to land-use types, extent and configuration in agricultural landscapes of Central Italy;2013;Journal Article;Rendiconti Lincei-Scienze Fisiche E Naturali;Bartolommei, Paola;;;;;;;;;;
34;AR1_2008__Basset;Basset et al. 2008;BassetEtAl2008;Changes in arthropod assemblages along a wide gradient of disturbance in Gabon;2008;Journal Article;Conservation Biology;Basset, Yves;;;;;;;;;;
35;AD1_2011__Bates;Bates et al. 2011;BatesEtAl2011;Changing bee and hoverfly pollinator assemblages along an urban-rural gradient;2011;Journal Article;PLOS ONE;Bates, Adam J.;;;;;;;;;;
36;MG1_2006__Baur;Baur et al. 2006;BaurEtAl2006;Effects of abandonment of subalpine hay meadows on plant and invertebrate diversity in Transylvania, Romania;2006;Journal Article;Biological Conservation;Baur, Bruno;;;;;;;;;;
37;SC1_2006__Benedick;Benedick et al. 2006;BenedickEtAl2006;Impacts of rain forest fragmentation on butterflies in northern Borneo: species richness, turnover and the value of small fragments;2006;Journal Article;Journal of Applied Ecology;Benedick, S.;;;;;;;;;;
38;HW1_2011__Berg;Berg et al. 2011;BergEtAl2011;Butterfly distribution and abundance is affected by variation in the Swedish forest-farmland landscape;2011;Journal Article;Biological Conservation;Berg, Ã….;;;;;;;;;;
39;FB1_2009__Bernard;Bernard et al. 2009;BernardEtAl2009;A case study on the effects of disturbance and conversion of tropical lowland rain forest on the non-volant small mammals in north Borneo: management implications;2009;Journal Article;Mammal Study;Bernard, Henry;;;;;;;;;;
40;CM1_2010__Berry;Berry et al. 2010;BerryEtAl2010;The high value of logged tropical forests: lessons from northern Borneo;2010;Journal Article;Biodiversity and Conservation;Berry, N. J.;;;;;;;;;;
41;HP1_2010__Bicknell;Bicknell and Peres 2010;BicknellAndPeres2010;Vertebrate population responses to reduced-impact logging in a neotropical forest;2010;Journal Article;Forest Ecology and Management;Bicknell, Jake;;;;;;;;;;
42;HP1_2008__Bihn;Bihn et al. 2008;BihnEtAl2008;Do secondary forests act as refuges for old growth forest animals? Recovery of ant diversity in the Atlantic forest of Brazil;2008;Journal Article;Biological Conservation;Bihn, Jochen H.;;;;;;;;;;
43;AD1_2008__Billeter;Billeter et al. 2008;BilleterEtAl2008;Indicators for biodiversity in agricultural landscapes: a pan-European study;2008;Journal Article;Journal of Applied Ecology;Billeter, R.;;;;;"Hamersky, R.Hendrickx, F.Herzog, F.Klotz, S.Koolstra, B.Lausch, A.Le Coeur, D.Maelfait, J. P.Opdam, P.Roubalova, M.Schermann, A.Schermann, N.Schweiger, O.Smulders, M. J. M.Speelmans, M.Simova, P.Verboom, J.van Wingerden, W. K. R. E.Zobel, M.Edwards, P. J."",10.1111/j.1365-2664.2007.01393.x,45,1,141-150,,,,,,";;;;;
44;AD1_2011__Blake;Blake et al. 2011;BlakeEtAl2011;Enhancing habitat to help the plight of the bumblebee;2011;Journal Article;Pest Management Science;Blake, Robin J.;;;;;;;;;;
45;AD1_2005__Blanche;Blanche and Cunningham 2005;BlancheAndCunningham2005;Rain forest provides pollinating beetles for atemoya crops;2005;Journal Article;Journal of Economic Entomology;Blanche, R.;;;;;;;;;;
46;AD1_2006__Blanche;Blanche et al. 2006;BlancheEtAl2006;Proximity to rainforest enhances pollination and fruit set in orchards;2006;Journal Article;Journal of Applied Ecology;Blanche, K. Rosalind;;;;;;;;;;
47;TN1_2006__Bobo;Bobo et al. 2006;BoboEtAl2006;From forest to farmland: butterfly diversity and habitat associations along a gradient of forest conversion in Southwestern Cameroon;2006;Journal Article;Journal of Insect Conservation;Bobo, K. S.;;;;;;;;;;
49;SH1_2002__Bonham;Bonham et al. 2002;BonhamEtAl2002;Diversity and abundance of some ground-dwelling invertebrates in plantation vs. native forests in Tasmania, Australia;2002;Journal Article;Forest Ecology and Management;Bonham, K. J.;;;;;;;;;;
50;HP1_2007__Borges;Borges 2007;Borges2007;Bird assemblages in secondary forests developing after slash-and-burn agriculture in the Brazilian Amazon;2007;Journal Article;Journal of Tropical Ecology;Borges, Sergio Henrique;10.1017/s0266467407004105;23;;469-477;;;;;;
51;KS1_2006__Borges;Borges et al. 2006;BorgesEtAl2006;Invasibility and species richness of island endemic arthropods: a general model of endemic vs. exotic species;2006;Journal Article;Journal of Biogeography;Borges, P. A. V.;;;;;;;;;;
52;MG1_2008__Boutin;Boutin et al. 2008;BoutinEtAl2008;Plant diversity in crop fields and woody hedgerows of organic and conventional farms in contrasting landscapes;2008;Journal Article;Agriculture, Ecosystems & Environment;Boutin, C.;;;;;;;;;;
53;VB1_2009__Boutin;Boutin et al. 2009;BoutinEtAl2009;Arthropod diversity as affected by agricultural management (organic and conventional farming), plant species, and landscape context;2009;Journal Article;Ecoscience;Boutin, Celine;;;;;;;;;;
54;TN1_2007__Bouyer;Bouyer et al. 2007;BouyerEtAl2007;Identification of ecological indicators for monitoring ecosystem health in the trans-boundary W Regional park: a pilot study;2007;Journal Article;Biological Conservation;Bouyer, J.;;;;;;;;;;
55;HP1_2007__Bragagnolo;Bragagnolo et al. 2007;BragagnoloEtAl2007;Harvestmen in an Atlantic forest fragmented landscape: evaluating assemblage response to habitat quality and quantity;2007;Journal Article;Biological Conservation;Bragagnolo, Cibele;;;;;;;;;;
56;SE2_2013__Brandt;Brandt et al. 2013;BrandtEtAl2013;Sacred forests are keystone structures for forest bird conservation in southwest China's Himalayan Mountains;2013;Journal Article;Biological Conservation;Brandt, Jodi S.;;;;;;;;;;
57;SC1_2011__Brearley;Brearley 2011;Brearley2011;Below-ground secondary succession in tropical forests of Borneo;2011;Journal Article;Journal of Tropical Ecology;Brearley, Francis Q.;10.1017/s0266467411000149;27;;413-420;;;;;;
58;GP1_2013__Breedt;Breedt et al. 2013;BreedtEtAl2013;Post-wildfire regeneration of rangeland productivity and functionality - observations across three semi-arid vegetation types in South Africa;2013;Journal Article;African Journal of Range & Forage Science;Breedt, J. A. D.;;;;;;;;;;
59;SC2_2012__Brito;Brito et al. 2012;BritoEtAl2012;Impact of tillage system on arbuscular mycorrhiza fungal communities in the soil under Mediterranean conditions;2012;Journal Article;Soil & Tillage Research;Brito, Isabel;;;;;;;;;;
60;HW1_2011__Brunet;Brunet et al. 2011;BrunetEtAl2011;Understory succession in post-agricultural oak forests: habitat fragmentation affects forest specialists and generalists differently;2011;Journal Article;Forest Ecology and Management;Brunet, J.;;;;;;;;;;
61;DB1_2010__Buczkowski;Buczkowski 2010;Buczkowski2010;Extreme life history plasticity and the evolution of invasive characteristics in a native ant;2010;Journal Article;Biological Invasions;Buczkowski, G.;10.1007/s10530-010-9727-6;12;9;3343-3349;;;;;;
62;DB1_2012__Buczkowski;Buczkowski and Richmond 2012;BuczkowskiAndRichmond2012;The effect of urbanization on ant abundance and diversity: a temporal examination of factors affecting biodiversity;2012;Journal Article;PLOS ONE;Buczkowski, G.;;;;;;;;;;
63;VK1_2008__Buddle;Buddle and Shorthouse 2008;BuddleAndShorthouse2008;Effects of experimental harvesting on spider (Araneae) assemblages in boreal deciduous forests;2008;Journal Article;Canadian Entomologist;Buddle, C. M.;;;;;;;;;;
64;MG1_2008__Buscardo;Buscardo et al. 2008;BuscardoEtAl2008;The early effects of afforestation on biodiversity of grasslands in Ireland;2008;Journal Article;Biodiversity and Conservation;Buscardo, Erika;;;;;;;;;;
65;SH1_2008__Buse;Buse et al. 2008;BuseEtAl2008;Saproxylic beetle assemblages of three managed oak woodlands in the Eastern Mediterranean;2008;Journal Article;Zoology in the Middle East;Buse, J.;;;;;;;;;;
67;JD1_2010__Caceres;CÃ¡ceres et al. 2010;CaceresEtAl2010;Mammals in a fragmented savannah landscape in south-western Brazil;2010;Journal Article;Journal of Natural History;CÃ¡ceres, Nilton C.;;;;;;;;;;
66;SE1_2012__Cabra;Cabra-GarcÃ­a et al. 2012;CabraGarciaEtAl2012;Cross-taxon congruence of alpha and beta diversity among five leaf litter arthropod groups in Colombia;2012;Journal Article;Biodiversity and Conservation;Cabra-GarcÃ­a, J.;;;;;;;;;;
68;HW1_2008__Cagle;Cagle 2008;Cagle2008;Snake species distributions and temperate grasslands: a case study from the American tallgrass prairie;2008;Journal Article;Biological Conservation;Cagle, N. L.;10.1016/j.biocon.2008.01.003;141;3;744-755;;;;;;
69;DL1_2012__CalvinoCancela;CalviÃ±o-Cancela et al. 2012;CalvinoCancelaEtAl2012;Do eucalypt plantations provide habitat for native forest biodiversity?;2012;Journal Article;Forest Ecology and Management;CalviÃ±o-Cancela, MarÃ­a;;;;;;;;;;
70;AD1_2011__Cameron;Cameron et al. 2011;CameronEtAl2011;Patterns of widespread decline in North American bumble bees;2011;Journal Article;Proceedings of the National Academy of Sciences of the United States of America;Cameron, Sydney A.;;;;;;;;;;
71;SC1_2011__Meijer;Cardoso et al. 2009;CardosoEtAl2009;A spatial scale assessment of habitat effects on arthropod communities of an oceanic island;2009;Journal Article;Acta Oecologica;Cardoso, P.;;;;;;;;;;
72;VB1_2012__Carpenter;Carpenter et al. 2012;CarpenterEtAl2012;Biodiversity of soil macrofauna in the New Forest: a benchmark study across a national park landscape;2012;Journal Article;Biodiversity and Conservation;Carpenter, Daniel;;;;;;;;;;
73;DL1_2009__Carrijo;Carrijo et al. 2009;CarrijoEtAl2009;Effects of pasture implantation on the termite (Isoptera) fauna in the Central Brazilian Savanna (Cerrado);2009;Journal Article;Journal of Insect Conservation;Carrijo, Tiago F.;;;;;;;;;;
74;DL1_2010__Carvalho;Carvalho et al. 2010;CarvalhoEtAl2010;Floristic and structural comparisons among palm communities in primary and secondary forest fragments of the Raimundo Irineu Serra Environmental Protection Area - Rio Branco, Acre, Brazil;2010;Journal Article;Acta Amazonica;Carvalho, A. L. de;;;;;;;;;;
75;HZ1_2014__Cassano;Cassano et al. 2014;CassanoEtAl2014;Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests;2014;Journal Article;Biological Conservation;Cassano, Camila;;;;;;;;;;
76;DL1_2010__Castro;Castro et al. 2010;CastroEtAl2010;Functional response traits in relation to land use change in the Montado;2010;Journal Article;Agriculture Ecosystems & Environment;Castro, Helena;;;;;;;;;;
77;TN1_2007__CastroLuna;Castro-Luna et al. 2007;CastroLunaEtAl2007;Bat diversity and abundance associated with the degree of secondary succession in a tropical forest mosaic in south-eastern Mexico;2007;Journal Article;Animal Conservation;Castro-Luna, A. A.;;;;;;;;;;
78;SH1_2013__CIFORcameroon;Center for International Forestry Research (CIFOR) 2013;CenterForInternationalForestryResearchCifor2013;Multidisciplinary Landscape Assessment - Cameroon;2013;Dataset;;Center for International Forestry Research (CIFOR);;;;;;;http://www.cifor.org/mla/_ref/method/index.htm;Center for International Forestry Research (CIFOR);Jakarta, Indonesia;
79;SH1_2013__CIFORphilippines;Center for International Forestry Research (CIFOR) 2013a;CenterForInternationalForestryResearchCifor2013a;Multidisciplinary Landscape Assessment - Philippines;2013;Dataset;;Center for International Forestry Research (CIFOR);;;;;;;http://www.cifor.org/mla/_ref/method/index.htm;Center for International Forestry Research (CIFOR);Jakarta, Indonesia;
80;MH1_2010__CATIE;Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza (CATIE) 2010;CentroAgronomicoTropicalDeInvestigacionYEnsenanzaCatie2010;Unpublished data of reptilian and amphibian diversity in six countries in Central America;2010;Unpublished Work;;Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza (CATIE);;;;;;;;Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza (CATIE);Cartago, Costa Rica;
81;HW1_2011__Cerezo;Cerezo et al. 2011;CerezoEtAl2011;Pasture area and landscape heterogeneity are key determinants of bird diversity in intensively managed farmland;2011;Journal Article;Biodiversity and Conservation;Cerezo, A;;;;;;;;;;
82;HW1_2007__Chapman;Chapman and Reich 2007;ChapmanAndReich2007;Land use and habitat gradients determine bird community diversity and abundance in suburban, rural and reserve landscapes of Minnesota, USA;2007;Journal Article;Biological Conservation;Chapman, K A;;;;;;;;;;
83;MG1_2007__Chauvat;Chauvat et al. 2007;ChauvatEtAl2007;Response of collembolan communities to land-use change and grassland succession;2007;Journal Article;Ecography;Chauvat, Matthieu;;;;;;;;;;
84;SC1_2009__Christensen;Christensen and Heilmann-Clausen 2009;ChristensenAndHeilmannClausen2009;Forest biodiversity gradients and the human impact in Annapurna Conservation Area, Nepal;2009;Journal Article;Biodiversity and Conservation;Christensen, M.;;;;;;;;;;
85;CC1_2004__Clark;Clark et al. 2004;ClarkEtAl2004;Spider biodiversity and density following cultivation in pastures in the Waikato, New Zealand;2004;Journal Article;New Zealand Journal of Agricultural Research;Clark, R. J.;;;;;;;;;;
86;HP1_2005__Clarke;Clarke et al. 2005;ClarkeEtAl2005;Life after logging: post-logging recovery of a neotropical bat community;2005;Journal Article;Journal of Applied Ecology;Clarke, F. M.;;;;;;;;;;
87;HP1_2006__Cleary;Cleary and Mooers 2006;ClearyAndMooers2006;Burning and logging differentially affect endemic vs. widely distributed butterfly species in Borneo;2006;Journal Article;Diversity and Distributions;Cleary, Daniel F. R.;;;;;;;;;;
88;HP1_2004__Cleary;Cleary et al. 2004;ClearyEtAl2004;Diversity and community composition of butterflies and odonates in an ENSO-induced fire affected habitat mosaic: a case study from East Kalimantan, Indonesia;2004;Journal Article;Oikos;Cleary, D. F. R.;;;;;;;;;;
89;DL1_2005__Cockle;Cockle et al. 2005;CockleEtAl2005;Presence and abundance of birds in an Atlantic forest reserve and adjacent plantation of shade-grown yerba mate, in Paraguay;2005;Journal Article;Biodiversity and Conservation;Cockle, K. L.;;;;;;;;;;
90;AD1_2011__Connop;Connop et al. 2011;ConnopEtAl2011;Microsatellite analysis reveals the spatial dynamics of Bombus humilis and Bombus sylvarum;2011;Journal Article;Insect Conservation and Diversity;Connop, Stuart;;;;;;;;;;
91;SE2_2009__Craig;Craig et al. 2009;CraigEtAl2009;Does habitat structure influence capture probabilities? A study of reptiles in a eucalypt forest;2009;Journal Article;Wildlife Research;Craig, Michael D.;;;;;;;;;;
92;SE2_2012__Craig;Craig et al. 2012;CraigEtAl2012;Identifying unidirectional and dynamic habitat filters to faunal recolonisation in restored mine-pits;2012;Journal Article;Journal of Applied Ecology;Craig, Michael D.;;;;;;;;;;
93;SE2_2014a_Craig;Craig et al. 2014;CraigEtAl2014;Does coarse woody debris density and volume influence the terrestrial vertebrate community in restored bauxite mines?;2014;Journal Article;Forest Ecology and Management;Craig, Michael D.;;;;;;;;;;
94;SE2_2014b_Craig;Craig et al. 2015;CraigEtAl2015;Edge effects across boundaries between natural and restored jarrah (Eucalyptus marginata) forests in south-western Australia;2015;Journal Article;Austral Ecology;Craig, Michael D.;;;;;;;;;;
95;AD1_2013__Cunningham;Cunningham et al. 2013;CunninghamEtAl2013;Movement and phenology of bees in a subtropical Australian agricultural landscape;2013;Journal Article;Austral Ecology;Cunningham, Saul A.;;;;;;;;;;
411;DL1_2011__daSilva;da Silva 2011;DaSilva2011;EspÃ©cies de Scarabaeinae (Coleoptera: Scarabaeidae) de fragmentos florestais com diferentes nÃ­veis de alteraÃ§Ã£o em Santa Maria, Rio Grande do Sul;2011;Thesis;;da Silva, Pedrio GiovÃ¢ni;;;;;;;;Universidade Federal de Santa Maria;Santa Maria, Brazil;MSc
98;DL1_2012__Dallimer;Dallimer et al. 2012;DallimerEtAl2012;The importance of novel and agricultural habitats for the avifauna of an oceanic island;2012;Journal Article;Journal for Nature Conservation;Dallimer, Martin;;;;;;;;;;
96;SC2_2011__DAniello;D'Aniello et al. 2011;D'AnielloEtAl2011;Haying and grazing effects on the butterfly communities of two Mediterranean-area grasslands;2011;Journal Article;Biodiversity and Conservation;D'Aniello, Biagio;;;;;;;;;;
99;SC1_2012__Danquah;Danquah et al. 2012;DanquahEtAl2012;Effect of protected area category on mammal abundance in Western Ghana;2012;Journal Article;Journal of Biodiversity and Environmental Sciences;Danquah, Emmanuel;;;;;;;;;;
100;AD1_2004__Darvill;Darvill et al. 2004;DarvillEtAl2004;Use of genetic markers to quantify bumblebee foraging range and nest density;2004;Journal Article;Oikos;Darvill, B.;;;;;;;;;;
101;AR1_2005__Davis;Davis and Philips 2005;DavisAndPhilips2005;Effect of deforestation on a southwest Ghana dung beetle assemblage (Coleoptera: Scarabaeidae) at the periphery of Ankasa conservation area;2005;Journal Article;Environmental Entomology;Davis, A. L. V.;;;;;;;;;;
102;AD1_2010__Davis;Davis et al. 2010;DavisEtAl2010;Landscape effects on extremely fragmented populations of a rare solitary bee, Colletes floralis;2010;Journal Article;Molecular Ecology;Davis, Emily S.;;;;;;;;;;
103;DI1_2011__Dawson;Dawson et al. 2011;DawsonEtAl2011;Bird communities of the lower Waria Valley, Morobe Province, Papua New Guinea: a comparison between habitat types;2011;Journal Article;Tropical Conservation Science;Dawson, J.;;;;;;;;;;
97;SC1_2011__DCruze;D'Cruze and Kumar 2011;D'CruzeAndKumar2011;Effects of anthropogenic activities on lizard communities in northern Madagascar;2011;Journal Article;Animal Conservation;D'Cruze, N.;;;;;;;;;;
245;DI1_2013__deLima;de Lima et al. 2013;DeLimaEtAl2013;Biodiversity and land-use change: understanding the complex responses of an endemic-rich bird assemblage;2013;Journal Article;Diversity and Distributions;de Lima, R. F.;;;;;;;;;;
388;CC1_2012__deSassi;de Sassi et al. 2012;DeSassiEtAl2012;Plant-mediated and nonadditive effects of two global change drivers on an insect herbivore community;2012;Journal Article;Ecology;de Sassi, C.;;;;;;;;;;
421;DL1_2008__deSouza;de Souza et al. 2008;DeSouzaEtAl2008;Effect of the forest succession on the anurans (Amphibia: Anura) of the Reserve Catuaba and its periphery, Acre, southwestern Amazonia;2008;Journal Article;Revista Brasileira de Zoologia;de Souza, V. M.;;;;;;;;;;
437;DL1_2013__deThoisy;de Thoisy et al. 2010;DeThoisyEtAl2010;Rapid evaluation of threats to biodiversity: human footprint score and large vertebrate species responses in French Guiana;2010;Journal Article;Biodiversity and Conservation;de Thoisy, B.;;;;;;;;;;
104;MH1_2010__CATIE;Deheuvels et al. 2012;DeheuvelsEtAl2012;Vegetation structure and productivity in cocoa-based agroforestry systems in Talamanca, Costa Rica;2012;Journal Article;Agriculture, Ecosystems and Environment;Deheuvels, O.;;;;;;;;;;
105;MH1_2010__CATIE;Deheuvels et al. 2014;DeheuvelsEtAl2014;Biodiversity is affected by changes in management intensity of cocoa-based agroforests;2014;Journal Article;AgroForestry Systems;Deheuvels, O.;;;;;;;;;;
106;DL1_2009__Delabie;Delabie et al. 2009;DelabieEtAl2009;Ants as biological indicators of Wayana Amerindian land use in French Guiana;2009;Journal Article;Comptes Rendus Biologies;Delabie, Jacques H. C.;;;;;;;;;;
107;GP1_2009__Devineau;Devineau et al. 2009;DevineauEtAl2009;"""Ordinary biodiversity"" in western Burkina Faso (West Africa): what vegetation do the state forests conserve?";2009;Journal Article;Biodiversity and Conservation;Devineau, J. L.;;;;;;;;;;
